Address,Price,Property Type,Bedrooms,Bathrooms,Size
"Bramham Gardens, South Kensington, London, SW5","£1,000,000",Flat,2.0,2.0,862 sq ft
"Willowbrook House, Coster Avenue, London, Greater London, N4","£1,000,000",Flat,3.0,3.0,"13,423 sq ft"
"Langham Mansions, Earl's Court Square, Earls Court, London, SW5","£1,000,000",Flat,2.0,1.0,816 sq ft
"Aberdeen Terrace, Blackheath, London","£1,000,000",Apartment,2.0,2.0,Ask agent
"Clifton Hill, St Johns Wood, London, NW8","£1,000,000",Apartment,3.0,2.0,847 sq ft
"Creswick Road, London","£1,000,000",Semi-Detached,4.0,2.0,Ask agent
"Cornwall Gardens, 
South Kensington, SW7","£1,000,000",Flat,2.0,1.0,620 sq ft
"The Madison, Canary Wharf, E14","£1,000,000",Apartment,2.0,2.0,Ask agent
"Battersea Bridge Road, Battersea, SW11","£1,000,000",Apartment,3.0,2.0,"1,243 sq ft"
"Lordship Lane, East Dulwich, London, SE22","£1,000,000",Maisonette,3.0,3.0,"1,512 sq ft"
"Bromyard Avenue, Acton","£1,000,000",End of Terrace,4.0,2.0,Ask agent
"Elm Park, Brixton Hill, London, SW2","£1,000,000",House,4.0,3.0,"1,374 sq ft"
"Graham Street, Angel, London, N1","£1,000,000",Flat,2.0,2.0,960 sq ft
"Oval Village, Gasholder Place, SE11","£1,000,000",Apartment,2.0,2.0,Ask agent
"Powys Lane, London","£1,000,000",Detached,4.0,3.0,Ask agent
"Hurlingham Court, Ranelagh Gardens, London, SW6","£1,000,000",Flat,3.0,2.0,"1,131 sq ft"
"The Jam Factory, Bermondsey, SE1","£1,000,000",Flat,2.0,2.0,980 sq ft
"Romney House, 47 Marsham Street, Westminster, London, SW1P","£1,000,000",Flat,3.0,2.0,"1,018 sq ft"
"Church Close, Kensington Church Street, London, W8","£1,000,000",Apartment,2.0,2.0,"1,050 sq ft"
"Starboard Way, Royal Wharf, E16","£1,000,000",Town House,4.0,2.0,"2,047 sq ft"
"Dean Ryle Street, 
Westminster, SW1P","£1,000,000",Flat,2.0,2.0,Ask agent
"Park Vista Tower, 21 Wapping Lane, E1W","£1,000,000",Apartment,2.0,2.0,Ask agent
"Chase Road, London, N14","£1,000,000",End of Terrace,3.0,2.0,"1,546 sq ft"
"Bentley Mews, Enfield, EN1 2DT","£1,000,000",Detached,4.0,2.0,Ask agent
"New Kings Road, London, SW6","£1,000,000",Apartment,2.0,,906 sq ft
"Botsford Road, Wimbledon Chase, SW20","£1,000,000",End of Terrace,4.0,1.0,"1,430 sq ft"
"Thorpewood Avenue, Sydenham","£1,000,000",End of Terrace,3.0,1.0,Ask agent
"Gloucester Avenue, Primrose Hill, London, NW1","£1,000,000",Flat,2.0,1.0,Ask agent
"Kenway Road, London","£1,000,000",Flat,3.0,2.0,Ask agent
"St Stephens Gardens, Westbourne Park, London, W2","£1,000,000",Flat,2.0,2.0,870 sq ft
"Holmes Close, London","£1,000,000",Town House,3.0,2.0,Ask agent
"Charlwood Street, LONDON, SW1V","£1,000,000",Flat,2.0,2.0,"1,117 sq ft"
"Aspinall Road, SE4","£1,000,000",Terraced,4.0,1.0,Ask agent
"Upper Street, 
Islington, N1","£1,000,000",Flat,2.0,2.0,Ask agent
"Boyne Avenue, NW4 Hendon","£1,000,000",Bungalow,3.0,2.0,Ask agent
"Redcliffe Square, Chelsea","£1,000,000",Flat,2.0,1.0,Ask agent
"Fernshaw Road, Chelsea","£1,000,000",Apartment,2.0,1.0,"1,024 sq ft"
"Greenberry Street, St John's Wood","£1,000,000",Flat,3.0,2.0,Ask agent
"Temple Road, Kew","£1,000,000",House,3.0,2.0,Ask agent
"Palgrave Gardens, Marylebone","£1,000,000",Flat,2.0,2.0,Ask agent
"Bridge Way, London","£1,000,000",Semi-Detached,4.0,3.0,Ask agent
"Barrier Point Road, E16","£1,000,000",Apartment,3.0,3.0,Ask agent
"Wansey Street, Elephant & Castle, London, SE17","£1,000,000",Terraced,3.0,2.0,"1,192 sq ft"
"Scutari Road, East Dulwich, London, SE22","£1,000,000",Semi-Detached,3.0,1.0,"1,130 sq ft"
"Faraday House, Battersea Power Station, London, SW11","£1,000,000",Apartment,2.0,2.0,Ask agent
"Iveley Road, Clapham","£1,000,000",House,3.0,2.0,Ask agent
"Long Street, London, E2","£1,000,000",Apartment,3.0,2.0,"1,277 sq ft"
"Clitheroe Road, Stockwell","£1,000,000",Flat,3.0,2.0,Ask agent
"Chandos Way, London","£1,000,000",Apartment,2.0,2.0,"1,090 sq ft"
"Kingwood House, Goodman's Fields, E1","£1,000,000",Flat,1.0,1.0,Ask agent
"Gloucester Avenue, Primrose Hill NW1","£1,000,000",Flat,2.0,2.0,"1,201 sq ft"
"Lupton Street, Kentish Town","£1,000,000",Flat,3.0,2.0,Ask agent
"Mentmore Terrace, London Fields","£1,000,000",Flat,3.0,2.0,Ask agent
"Longfield Avenue, Ealing, London","£1,000,000",Apartment,2.0,2.0,950 sq ft
"Artillery Mansions, Victoria Street, Westminster, London, SW1H","£1,000,000",Apartment,2.0,2.0,"1,144 sq ft"
"Sloane Gardens, London, SW1W","£1,000,000",Flat,1.0,1.0,517 sq ft
"Rugby Mansions, Olympia, London, W14","£1,000,000",Flat,3.0,2.0,"1,085 sq ft"
"Victorian Heights, 
Thackeray Road, SW8","£1,000,000",Flat,2.0,2.0,"1,368 sq ft"
"Grosvenor Park Road, London, E17","£1,000,000",Semi-Detached,4.0,1.0,Ask agent
"Hornton Street, 
Kensington, W8","£1,000,000",Flat,2.0,1.0,779 sq ft
"Albion Mews, London, W6","£1,000,000",Terraced,3.0,1.0,Ask agent
"Parkhurst Mews, 
Krupa Court, N7","£1,000,000",Mews,3.0,3.0,"1,295 sq ft"
"Rigeley Mews, Kensal Green","£1,000,000",House,2.0,3.0,Ask agent
"Hampstead Hill Gardens, London","£1,000,000",House,2.0,1.0,Ask agent
"Clifton Hill, London","£1,000,000",Apartment,3.0,3.0,Ask agent
"Beechwood Avenue, London, N3","£1,000,000",Terraced,4.0,2.0,Ask agent
"Imperial Square, London, SW6","£1,000,000",Terraced,2.0,1.0,943 sq ft
"Camberley Avenue, Raynes Park, London, SW20","£1,000,000",Maisonette,4.0,3.0,"1,479 sq ft"
"Old Timber Court, Acton Lane, London","£1,000,000",Apartment,2.0,1.0,743 sq ft
"The Stage Shoreditch,
London,
EC2A","£1,000,000",Apartment,1.0,1.0,609 sq ft
"Chase Road, Southgate","£1,000,000",End of Terrace,3.0,3.0,Ask agent
"Ambassador Building, New Union Square, Nine Elms, SW11","£1,000,000",Apartment,2.0,2.0,718 sq ft
"Clevedon Road, TWICKENHAM, TW1","£1,025,000",Flat,2.0,2.0,"1,076 sq ft"
"A45 Legacy Building, 1 Viaduct Gardens, London SW11 7AY","£1,040,000",Flat,1.0,1.0,734 sq ft
"Leghorn Road, Kensal Rise NW10","£1,040,000",House,3.0,2.0,Ask agent
"Embassy Gardens, 1 Viaduct Gardens, SW11","£1,040,000",Apartment,2.0,1.0,734 sq ft
"10 Park Drive, Canary Wharf, London, E14 5EU","£1,035,000",Flat,2.0,1.0,872 sq ft
"Regent's View, Hackney Road, E2","£1,035,000",Apartment,2.0,2.0,839 sq ft
"10 Park Drive, Canary Wharf, London, E14","£1,035,000",Apartment,2.0,2.0,871 sq ft
"Granville Gardens, Granville Road, London, NW2","£1,035,000",Town House,4.0,,"1,432 sq ft"
"Stanhope Gardens, South Kensington","£1,035,000",Flat,2.0,2.0,Ask agent
"10 Park Drive, Canary Wharf, London, E14","£1,035,000",Apartment,2.0,2.0,871 sq ft
"Park Drive, Canary Wharf, E14","£1,035,000",Apartment,2.0,1.0,871 sq ft
"Canary Wharf,
London, 
E14 9QG","£1,035,000",Apartment,2.0,2.0,871 sq ft
"Regents View, Pritchards Road, E2","£1,035,000",Apartment,2.0,2.0,832 sq ft
"Fladgate House, Battersea Power Station","£1,035,000",Apartment,1.0,1.0,791 sq ft
"1 Chaucer Gardens, London, E1 8QP","£1,030,000",Apartment,1.0,1.0,592 sq ft
"Casson Square, London","£1,030,000",Apartment,1.0,1.0,Ask agent
"London Dock, Emery Way, London, E1W","£1,030,000",Apartment,2.0,2.0,89 sq ft
"Casson Square, South Bank, SE1","£1,030,000",Apartment,1.0,1.0,538 sq ft
"Holland Villas Road, W14","£1,030,000",Flat,2.0,1.0,971 sq ft
"Margravine Gardens, 
Barons Court, W6","£1,025,000",Flat,3.0,3.0,Ask agent
"Museum Street, London, WC1A","£1,025,000",Apartment,2.0,2.0,882 sq ft
"Morshead Road, London, W9","£1,025,000",Flat,3.0,1.0,953 sq ft
"Fountain Park Way, London","£1,025,000",Apartment,2.0,3.0,Ask agent
"Fountain Park Way, Shepherds Bush","£1,025,000",Flat,2.0,3.0,Ask agent
"Heygate Street, Elephant Park, Elephant & Castle, London, SE17","£1,025,000",,3.0,2.0,"1,286 sq ft"
"Carnation Way, Nine Elms Way, London","£1,025,000",Apartment,1.0,1.0,622 sq ft
"Lincoln Apartments, White City, LONDON, W12","£1,025,000",Flat,2.0,2.0,945 sq ft
"Morshead Mansions, Maida Vale, W9","£1,025,000",Apartment,3.0,1.0,Ask agent
"Boltmore Close, Hendon","£1,025,000",Bungalow,3.0,3.0,Ask agent
"Camberwell New Road, Oval, London, SE5","£1,025,000",Terraced,4.0,2.0,"1,548 sq ft"
"Wardo Avenue, London, SW6","£1,025,000",Apartment,2.0,2.0,Ask agent
"Uplands Way, London","£1,025,000",Semi-Detached,4.0,2.0,"1,572 sq ft"
"Boltmore Close, NW4","£1,025,000",Semi-Detached,3.0,3.0,"1,692 sq ft"
"Canary Wharf, London","£1,023,750",Flat,2.0,2.0,903 sq ft
"Landmark Pinnacle, 
15 Westferry Road, E14","£1,023,750",Flat,2.0,2.0,886 sq ft
"Tottenham Mews, Fitzrovia W1T","£1,050,000",Apartment,2.0,2.0,796 sq ft
"Damac Tower 67 Bondway, London, Surrey, SW8","£1,060,000",Apartment,2.0,2.0,919 sq ft
"181 King Street,
London,
W6 9JT","£1,060,000",Apartment,2.0,,913 sq ft
"Granville Road
London
NW2 2LR","£1,060,000",Town House,4.0,,"1,417 sq ft"
"Wood Lane, London, W12","£1,060,000",Flat,2.0,2.0,838 sq ft
"4
Mount Pleasant
London
WC1X 0BU","£1,060,000",Apartment,1.0,1.0,635 sq ft
"Damac Tower, London","£1,060,000",Apartment,2.0,2.0,Ask agent
"Sandringham House, Brook Green, W14","£1,055,000",Apartment,3.0,2.0,"1,109 sq ft"
"Newington Causeway, London, SE1","£1,055,000",Penthouse,3.0,3.0,"1,267 sq ft"
"20 Gillingham Street, London, SW1V","£1,050,000",Flat,3.0,2.0,875 sq ft
"Redington Road, Hampstead NW3","£1,050,000",Flat,2.0,2.0,"1,156 sq ft"
"Friary Road, Acton","£1,050,000",Semi-Detached,5.0,3.0,Ask agent
"Wards Place, Canary Wharf","£1,050,000",Flat,2.0,2.0,Ask agent
"Bedford Row, London, WC1R","£1,050,000",Apartment,3.0,2.0,764 sq ft
"De Vere Mews, W8","£1,050,000",Flat,2.0,1.0,759 sq ft
"Wentworth Road, London","£1,050,000",Detached,3.0,1.0,Ask agent
"26 INVERNESS TERRACE, W2 3JA LONDON","£1,050,000",,1.0,,Ask agent
"Longfield Avenue London, NW7","£1,050,000",Semi-Detached,5.0,3.0,"1,863 sq ft"
"Ferndale Road, London, SW9","£1,050,000",Terraced,5.0,3.0,Ask agent
"Lennard Road, Penge","£1,050,000",Semi-Detached,6.0,2.0,Ask agent
"Arran Mews, Ealing, W5","£1,050,000",Terraced,3.0,2.0,"1,506 sq ft"
"Fairmile Avenue, Streatham","£1,050,000",House,5.0,2.0,Ask agent
"Marsh Wall, Wardian, E14","£1,050,000",Apartment,2.0,2.0,843 sq ft
"Beverley Avenue, Wimbledon, London, SW20","£1,050,000",Semi-Detached,4.0,2.0,"2,000 sq ft"
"Russell Road, London, W14","£1,050,000",Apartment,2.0,2.0,893 sq ft
"Upper Addison Gardens, London","£1,050,000",Apartment,1.0,1.0,Ask agent
"Ovington Square, London","£1,050,000",Flat,2.0,1.0,610 sq ft
"Oppidans Road, Primrose Hill, London, NW3","£1,050,000",Flat,2.0,1.0,706 sq ft
"Residence Tower, Manor House, London, N4","£1,050,000",Flat,3.0,2.0,"1,025 sq ft"
"Thirsk Road, Battersea, London, SW11","£1,050,000",Flat,4.0,2.0,"1,246 sq ft"
"Lower Richmond Road, London, SW15","£1,050,000",Flat,3.0,1.0,"1,175 sq ft"
"Hamilton Road, London, NW10","£1,050,000",House,4.0,2.0,"1,384 sq ft"
"Claverton Street, London, SW1V","£1,050,000",Apartment,3.0,2.0,973 sq ft
"Bryanston Court II, George Street","£1,050,000",Apartment,2.0,2.0,833 sq ft
"Lingfield Road, London, SW19","£1,050,000",Apartment,3.0,1.0,Ask agent
"Carricks Yard, 
3 Fisherton Street, NW8","£1,050,000",Flat,2.0,2.0,880 sq ft
"Dartmouth Park Road, Dartmouth Park, London, NW5","£1,050,000",Maisonette,2.0,,Ask agent
"Principal Tower, 2 Principal Place, London, EC2A 2FE","£1,050,000",Apartment,1.0,1.0,Ask agent
"Hargwyne Street, Clapham","£1,050,000",House,4.0,2.0,Ask agent
Palmer Road Prince Of Wales Drive SW11,"£1,050,000",Apartment,2.0,2.0,Ask agent
"Branksome Road, Wimbledon","£1,050,000",Terraced,5.0,2.0,Ask agent
"Colville Terrace, London, W11","£1,050,000",Apartment,1.0,1.0,601 sq ft
"Hillfield Park, London","£1,050,000",Flat,3.0,2.0,Ask agent
"Lissenden Gardens, Parliament Hill, London, NW5","£1,050,000",Flat,3.0,2.0,Ask agent
"Huntington House, 11 Palmer Road, London, SW11","£1,050,000",Apartment,2.0,2.0,Ask agent
"Robin Hood Lane, Kingston Vale, London, SW15","£1,050,000",Detached,4.0,2.0,Ask agent
"Penywern Road, 
Earls Court, SW5","£1,050,000",Flat,2.0,2.0,900 sq ft
"Friary Road, London","£1,050,000",House,5.0,2.0,"2,024 sq ft"
"The Cube, 17-21 Wenlock Road, London, N1","£1,050,000",Flat,3.0,,Ask agent
"West Hill Way, Totteridge, London, N20","£1,050,000",Semi-Detached,3.0,1.0,"1,501 sq ft"
"Friary Road, Acton, London W3 6AF","£1,050,000",End of Terrace,5.0,2.0,"1,841 sq ft"
"Redmore Road, Hammersmith","£1,050,000",House,3.0,1.0,Ask agent
"Marsh Wall, London, E14","£1,050,000",Apartment,2.0,2.0,843 sq ft
"Ashfield Street, London, E1","£1,050,000",Terraced,6.0,3.0,"1,900 sq ft"
"Chelsea Waterfront, Waterfront Drive, London, SW10","£1,050,000",Apartment,1.0,1.0,561 sq ft
"Greenway Close, Totteridge, London, N20","£1,050,000",Detached,3.0,2.0,"1,488 sq ft"
"Radlet Avenue, Sydenham, London, SE26","£1,050,000",Semi-Detached,5.0,1.0,"1,531 sq ft"
"Westminster Green, 8 Dean Ryle Street, Westminster, London, SW1P","£1,050,000",Flat,2.0,2.0,Ask agent
"Pump House Crescent, London, TW8","£1,050,000",Apartment,3.0,2.0,"1,059 sq ft"
"Cannon Hill Lane, Wimbledon Chase","£1,050,000",Terraced,4.0,2.0,"1,656 sq ft"
"Green Dragon Lane, Winchmore Hill","£1,050,000",House,5.0,2.0,Ask agent
"Inverness Terrace, London, W2","£1,050,000",Flat,1.0,1.0,688 sq ft
"St Marks Place, Notting Hill, London, W11","£1,050,000",Apartment,2.0,1.0,832 sq ft
"Albany Mansions, Albert Bridge Road, SW11","£1,050,000",Flat,3.0,1.0,944 sq ft
"The 1840, St Georges Gardens,
Glenburnie Road, 
London, 
SW17 7DJ","£1,050,000",Penthouse,2.0,2.0,"1,045 sq ft"
"Whitton Road, Twickenham","£1,050,000",Terraced,5.0,3.0,"1,532 sq ft"
"Wellington Row, Bethnal Green, London, E2","£1,050,000",Terraced,3.0,1.0,"1,012 sq ft"
"Clifton Court, 
Northwick Terrace, NW8","£1,050,000",Flat,2.0,1.0,956 sq ft
"One Thames City, 8 Carnation Way, SW8","£1,050,000",Apartment,1.0,1.0,832 sq ft
"Westbourne Park Road, Notting Hill, London","£1,050,000",Flat,2.0,1.0,731 sq ft
"Whymark Avenue, London","£1,050,000",Terraced,6.0,5.0,"3,728 sq ft"
"The Auria, London, W10","£1,050,000",Flat,2.0,2.0,784 sq ft
"Cavendish Road, Abbeville Village, London, SW12","£1,050,000",Flat,3.0,2.0,"1,934 sq ft"
"Friary Road, Acton","£1,050,000",House,5.0,2.0,Ask agent
"Tanfield Avenue, London, NW2","£1,050,000",Semi-Detached,7.0,6.0,"3,516 sq ft"
"Prince of Wales Drive, London, SW11 4","£1,050,000",Apartment,2.0,2.0,892 sq ft
"Morton Way, London","£1,050,000",Detached,4.0,3.0,Ask agent
"Sherwood Court, Harrowby Street, London, W1H","£1,050,000",Flat,3.0,2.0,874 sq ft
", Westbourne Apartments,  Central Avenue, London","£1,050,000",Apartment,2.0,2.0,Ask agent
"Ladbroke Grove, London, W11","£1,050,000",Flat,2.0,1.0,817 sq ft
"Falmouth Avenue, Chingford","£1,050,000",Semi-Detached,4.0,2.0,Ask agent
"Leopold Road, Wimbledon, London, SW19","£1,050,000",Flat,3.0,1.0,"3,348 sq ft"
"Rutland Mews, St John's Wood, London, NW8","£1,050,000",Terraced,3.0,2.0,993 sq ft
"Wards Place, Canary Wharf","£1,050,000",Flat,2.0,2.0,Ask agent
"Lincoln Apartments, Fountain Park Way, W12","£1,050,000",Apartment,2.0,3.0,Ask agent
"Mendora Road, Fulham, SW6","£1,050,000",Terraced,3.0,1.0,Ask agent
"Great Brownings, Dulwich","£1,050,000",House,3.0,2.0,Ask agent
"Westbourne Terrace, Bayswater, London, W2","£1,050,000",Flat,2.0,2.0,710 sq ft
"Orchard Close, Raynes Park","£1,050,000",House,4.0,2.0,Ask agent
"Ladbroke Grove, Notting Hill, London, W11","£1,050,000",Apartment,2.0,1.0,817 sq ft
"Greycoat Street, Westminster","£1,050,000",Flat,3.0,2.0,Ask agent
"Portobello Road, London, W10","£1,050,000",Apartment,2.0,2.0,759 sq ft
"Siena House, 250 City Road, EC1V","£1,050,000",Flat,2.0,2.0,815 sq ft
"Elsley Road, London, SW11","£1,050,000",Terraced,3.0,2.0,"1,055 sq ft"
"Tanfield Avenue, London","£1,050,000",Semi-Detached,6.0,6.0,"2,312 sq ft"
"Wood Lane, London, W12","£1,050,000",Flat,2.0,2.0,838 sq ft
283 Kennington Lane,"£1,050,000",Apartment,2.0,2.0,"1,001 sq ft"
"Fairhazel Gardens, South Hampstead NW6","£1,050,000",House,4.0,2.0,"1,142 sq ft"
"Pump House Crescent, Brentford, TW8","£1,050,000",Apartment,3.0,2.0,"1,045 sq ft"
"St. Ann's Hill, London, SW18","£1,050,000",House,4.0,1.0,Ask agent
"Kingswood Road, London","£1,050,000",Terraced,4.0,1.0,Ask agent
"Southfields, London","£1,050,000",Semi-Detached,4.0,3.0,"1,894 sq ft"
"Steventon Road, Shepherd's Bush W12","£1,050,000",House,3.0,1.0,Ask agent
"Pump House Crescent, London, TW8","£1,050,000",Apartment,3.0,2.0,"1,059 sq ft"
"WENTWORTH ROAD, GOLDERS GREEN, NW11","£1,050,000",Detached,3.0,1.0,Ask agent
"Doulton House, London, SW6.","£1,050,000",Apartment,2.0,2.0,924 sq ft
"Queens Road, Teddington, TW11","£1,050,000",Semi-Detached,3.0,1.0,Ask agent
"Palmer Road, Nine Elms, SW11","£1,050,000",Apartment,2.0,2.0,758 sq ft
"The Auria, Portobello Road, London, W10","£1,050,000",Flat,2.0,2.0,785 sq ft
"Anlaby House, 37 Boundary Street, Shoreditch, E2","£1,050,000",Apartment,2.0,2.0,904 sq ft
"Church Road, Richmond, TW10","£1,050,000",Apartment,3.0,1.0,Ask agent
"Pump House Crescent, Brentford, TW8","£1,050,000",Apartment,3.0,2.0,Ask agent
"The Corniche, 23-24 Albert Embankment SE1","£1,050,000",Apartment,2.0,2.0,928 sq ft
"Clive Road, Colliers Wood","£1,050,000",Semi-Detached,5.0,2.0,Ask agent
Sophora House,"£1,050,000",Apartment,2.0,2.0,Ask agent
"North View Road, London, N8","£1,050,000",End of Terrace,2.0,2.0,Ask agent
"Marsh Wall, Harcourt Tower, E14","£1,050,000",Apartment,2.0,2.0,866 sq ft
"The Arc, 225 City Rd, London, London, EC1V","£1,050,000",Apartment,2.0,2.0,704 sq ft
"Inverness Terrace, London, W2","£1,050,000",Apartment,1.0,1.0,704 sq ft
"Iverson Road, West Hampstead, NW6","£1,050,000",Apartment,3.0,2.0,"1,100 sq ft"
"Tamworth Street, Fulham","£1,050,000",Flat,3.0,2.0,Ask agent
"Serapis House, 28 Goodluck Hope Walk, Canning Town, London, E14","£1,050,000",Penthouse,2.0,2.0,947 sq ft
"Park Avenue, Bush Hill Park , EN1","£1,050,000",Semi-Detached,4.0,1.0,Ask agent
"Woodland Crescent, London, SE16","£1,050,000",Terraced,3.0,2.0,"1,651 sq ft"
"Tennyson Mansions, Chelsea, London, SW3","£1,050,000",Flat,2.0,2.0,828 sq ft
"Cecil Grove, St John's Wood, London, NW8","£1,050,000",Apartment,3.0,2.0,"1,047 sq ft"
"Pinewood Gardens, Teddington","£1,050,000",Flat,2.0,2.0,Ask agent
"West Hill Way, London, N20","£1,050,000",Semi-Detached,3.0,1.0,Ask agent
"New Park Road, Streatham, SW2","£1,050,000",Detached,4.0,2.0,Ask agent
Kings Cross Quarter N1 9JE,"£1,050,000",Apartment,1.0,1.0,Ask agent
"Station Road, Wood Green, N22","£1,050,000",House,3.0,2.0,"1,248 sq ft"
"Eastfields Road, Acton","£1,050,000",Terraced,4.0,3.0,Ask agent
"Kings Avenue, Clapham","£1,050,000",Terraced,5.0,2.0,Ask agent
"Wansey Street, London, SE17","£1,050,000",Terraced,3.0,2.0,"1,202 sq ft"
"Lyndhurst Avenue, Mill Hill, London, NW7","£1,050,000",House,5.0,2.0,Ask agent
"250 City Road, Clerkenwell, London, EC1V","£1,050,000",Flat,2.0,2.0,921 sq ft
"Comeragh Mews, West Kensington","£1,050,000",Detached,2.0,1.0,Ask agent
"Sheringham, 
St. John's Wood, NW8","£1,050,000",Flat,2.0,2.0,876 sq ft
"South Hill Park, Hampstead NW3","£1,050,000",Apartment,2.0,1.0,Ask agent
"33 Endlesham Road, Balham, London SW12 8JX","£1,050,000",Block of Apartments,,,Ask agent
"Beverley Avenue, West Wimbledon, SW20","£1,050,000",Semi-Detached,3.0,1.0,"1,982 sq ft"
"Burnaby Street, Chelsea","£1,050,000",Flat,3.0,1.0,Ask agent
"Basil Street, Knightsbridge, SW3","£1,050,000",Apartment,1.0,1.0,545 sq ft
"Baker Street, London, NW1","£1,050,000",Apartment,2.0,1.0,Ask agent
"Meadows House, Chelsea Creek, Fulham, SW6","£1,050,000",Flat,2.0,2.0,847 sq ft
"Holland Road, Kensington, London, W14","£1,050,000",Apartment,3.0,2.0,994 sq ft
"Warwick Row, Westminster, SW1E","£1,050,000",Apartment,3.0,2.0,982 sq ft
"Tufton Court, London, SW1P","£1,050,000",Apartment,2.0,1.0,976 sq ft
"Great West Road, Hammersmith","£1,050,000",Flat,3.0,2.0,Ask agent
"Empress Works, E2","£1,050,000",Apartment,3.0,2.0,"1,087 sq ft"
Wood Lane White City Living W12,"£1,050,000",Apartment,2.0,2.0,Ask agent
"Queenstown Road, Battersea","£1,050,000",Flat,2.0,2.0,Ask agent
"Notting Hill Gate, London, W11","£1,050,000",Apartment,2.0,1.0,Ask agent
"Aldridge Road Villas, London, W11","£1,050,000",Apartment,1.0,1.0,780 sq ft
"Pump House Crescent, Brentford, TW8","£1,050,000",Apartment,3.0,2.0,Ask agent
"87b Newington Causeway, Elephant And Castle, London, SE1","£1,050,000",Apartment,3.0,2.0,Ask agent
"Pembroke Road, London, W8","£1,050,000",Apartment,2.0,2.0,857 sq ft
"Rutland Mews, St John's Wood, NW8","£1,050,000",Mews,3.0,2.0,993 sq ft
"Marina Point, Imperial Wharf, SW6","£1,050,000",Apartment,3.0,2.0,"1,129 sq ft"
"Lyndhurst Court, 36-38 Finchley Road, London, NW8","£1,050,000",Apartment,3.0,1.0,"1,182 sq ft"
"Fairwater House, Chelsea Creek, London","£1,050,000",Apartment,2.0,2.0,813 sq ft
"West End Lane, West Hampstead","£1,050,000",Flat,3.0,2.0,Ask agent
"Prince of Wales Drive, Kensington House, London, 
SW11 4FA","£1,050,000",Apartment,2.0,2.0,892 sq ft
"Kilburn High Road, Kilburn, NW6","£1,050,000",House,6.0,2.0,Ask agent
"Iverson Road, West Hampstead, NW6","£1,050,000",Apartment,3.0,2.0,"1,100 sq ft"
"Savernake Road, London NW3","£1,050,000",Flat,1.0,1.0,845 sq ft
"Prothero Road, Fulham","£1,050,000",Terraced,3.0,2.0,Ask agent
"Ovington Square, London, SW3","£1,050,000",Flat,2.0,1.0,609 sq ft
"Chancellors Road, Hammersmith, W6","£1,050,000",Apartment,2.0,2.0,Ask agent
"Graphite Square, Vauxhall, London, SE11","£1,050,000",Flat,2.0,3.0,850 sq ft
"Station Road, Charles Mews","£1,050,000",House,3.0,2.0,"1,281 sq ft"
52 Lymington Road,"£1,050,000",Apartment,2.0,2.0,"1,060 sq ft"
"Friary Road, Acton, London, W3","£1,050,000",Semi-Detached,5.0,2.0,"1,891 sq ft"
"Percy Road, Twickenham","£1,050,000",Detached,4.0,1.0,"1,782 sq ft"
"Hobart Building, 
2 Wards Place, E14","£1,050,000",Flat,2.0,2.0,875 sq ft
"Sunderland Road, Ealing, W5","£1,050,000",Terraced,4.0,2.0,Ask agent
"Serapis House, Goodluck Hope, London, E14","£1,050,000",Apartment,3.0,3.0,Ask agent
"The 1840, St Georges Gardens,
Glenburnie Road, 
London, 
SW17 7DJ","£1,050,000",Penthouse,2.0,2.0,"1,007 sq ft"
"Kinsale Close, Mill Hill East","£1,050,000",Terraced,5.0,3.0,"1,856 sq ft"
"Inverness Terrace, London, W2","£1,050,000",Apartment,1.0,1.0,694 sq ft
"Piazza Walk, London, E1","£1,050,000",Flat,1.0,1.0,678 sq ft
"Eccles Road, Battersea","£1,050,000",House,3.0,2.0,Ask agent
"Legacy Building,  Embassy Gardens, Nine Elms, SW11","£1,050,000",Apartment,2.0,2.0,910 sq ft
"Ariel House, 144 Vaughan Way, London Dock, E1W","£1,050,000",Flat,2.0,2.0,883 sq ft
"Pump House Crescent, Brentford, TW8","£1,050,000",Apartment,3.0,2.0,"1,040 sq ft"
"91 Newington Causeway, London, SE1","£1,050,000",Apartment,3.0,2.0,Ask agent
"Sherwood Court, W1H","£1,050,000",Flat,3.0,2.0,Ask agent
"Park Street, Chelsea Creek, SW6","£1,050,000",Apartment,2.0,2.0,832 sq ft
"Portobello Road, North Kensington, Kensington & Chelsea, W10","£1,050,000",Apartment,2.0,2.0,960 sq ft
"Cranley Place, London, SW7","£1,050,000",Apartment,2.0,1.0,570 sq ft
"Ridgdale Street, Bow","£1,050,000",Terraced,4.0,2.0,"1,428 sq ft"
"Court Way, Twickenham","£1,050,000",Semi-Detached,4.0,1.0,"1,202 sq ft"
"Hyperion Tower, Brentford, TW8","£1,050,000",Apartment,3.0,2.0,Ask agent
"Bernard Avenue, Ealing","£1,050,000",Terraced,4.0,2.0,"1,405 sq ft"
"Doulton House, Chelsea Creek, London, SW6","£1,050,000",Apartment,2.0,2.0,924 sq ft
"Kensington Gardens Square, W2","£1,050,000",Flat,2.0,2.0,689 sq ft
"Chaldon Road, 
Fulham, SW6","£1,050,000",Flat,2.0,1.0,975 sq ft
"Cornwall Gardens, South Kensington, London, SW7","£1,050,000",Apartment,3.0,1.0,724 sq ft
"Inverness Terrace, Bayswater, W2","£1,050,000",Apartment,1.0,1.0,696 sq ft
